asset,part_id,registry_id,part_name,variant,category,group,grid,size_cells_WxHxD,dims_m_WxHxD,tier,art_set,complexity,mass_kg,hp,power_kw,recipe,lod0_tris,lod1_tris,lod2_tris,lod3_tris,build_stages,collision_max_hulls,texture_strategy,texel_density_px_m,mount_faces,airtight_faces,sockets,moving_parts,emissive,debris_set,blend_path,export_path,status,owner,notes
SM_DEF_RocketTurret_LG,DEF-011,block.defense.rocket_turret,Rocket Turret,,DEF,Turrets,LG,3×2×3,7.50x5.00x7.50,T2,IND,L,2600,3200,-2,steel_plate:50; construction_component:40; metal_grid:15; large_tube:6; motor:8; computer:10,12000,6000,2400,720,3,12,Trim sheets + one 2K unique atlas,512,bottom,,SOCKET_Muzzle_Front_01 SOCKET_Muzzle_Front_02 SOCKET_Muzzle_Front_03 SOCKET_Muzzle_Front_04 SOCKET_ConveyorLarge_Bottom_01,Yaw 360° | Pitch −10° to +80° | Pod doors,,M,assets/parts/defense/SM_DEF_RocketTurret_LG.blend,export/parts/defense/SM_DEF_RocketTurret_LG.fbx,Not started,,Turret rig standard: PART_Base (static) → PART_Yaw (rotates about Z) → PART_Pitch (rotates about Y) → PART_Barrel (spins or recoils). Pivots on the axis lines; muzzle socket at the barrel tip.
SM_DEF_RocketTurret_SG,DEF-011,block.defense.rocket_turret,Rocket Turret,,DEF,Turrets,SG,3×2×3,1.50x1.00x1.50,T2,IND,L,400,500,-0.5,steel_plate:8; construction_component:6; metal_grid:2; large_tube:1; motor:1; computer:2,5000,2500,1000,300,3,12,Trim sheets + one 2K unique atlas,1024,bottom,,SOCKET_Muzzle_Front_01 SOCKET_Muzzle_Front_02 SOCKET_Muzzle_Front_03 SOCKET_Muzzle_Front_04 SOCKET_ConveyorLarge_Bottom_01,Yaw 360° | Pitch −10° to +80° | Pod doors,,S,assets/parts/defense/SM_DEF_RocketTurret_SG.blend,export/parts/defense/SM_DEF_RocketTurret_SG.fbx,Not started,,Turret rig standard: PART_Base (static) → PART_Yaw (rotates about Z) → PART_Pitch (rotates about Y) → PART_Barrel (spins or recoils). Pivots on the axis lines; muzzle socket at the barrel tip.
SM_DEF_FlameTurret_LG,DEF-012,block.defense.flame_turret,Flame Turret,,DEF,Turrets,LG,2×1×2,5.00x2.50x5.00,T2,IND,M,1400,2200,-1,steel_plate:30; large_tube:8; motor:6; computer:6,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_Muzzle_Front_01 SOCKET_Fuel_Bottom_01,Yaw 360° | Pitch −20° to +45°,Pilot light,M,assets/parts/defense/SM_DEF_FlameTurret_LG.blend,export/parts/defense/SM_DEF_FlameTurret_LG.fbx,Not started,,Turret rig standard: PART_Base (static) → PART_Yaw (rotates about Z) → PART_Pitch (rotates about Y) → PART_Barrel (spins or recoils). Pivots on the axis lines; muzzle socket at the barrel tip.
SM_DEF_ArcTurret_LG,DEF-013,block.defense.arc_turret,Arc Turret,,DEF,Turrets,LG,2×2×2,5.00x5.00x5.00,T3,IND,L,2000,2600,-400,steel_plate:30; superconductor:20; power_cell:20; motor:6; computer:10,12000,6000,2400,720,3,12,Trim sheets + one 2K unique atlas,512,bottom,,SOCKET_Muzzle_Top_01 SOCKET_Camera_Front_01,Yaw 360° | Pitch 0° to +80° | Coil rings pulse,Charge coils (electric blue),M,assets/parts/defense/SM_DEF_ArcTurret_LG.blend,export/parts/defense/SM_DEF_ArcTurret_LG.fbx,Not started,,Turret rig standard: PART_Base (static) → PART_Yaw (rotates about Z) → PART_Pitch (rotates about Y) → PART_Barrel (spins or recoils). Pivots on the axis lines; muzzle socket at the barrel tip. Tesla-coil head.
SM_DEF_LaserTurret_LG,DEF-014,block.defense.laser_turret,Laser Turret,,DEF,Turrets,LG,2×2×2,5.00x5.00x5.00,T3,IND,L,1800,2400,-800,steel_plate:25; superconductor:15; glass_panel:4; motor:6; computer:12,12000,6000,2400,720,3,12,Trim sheets + one 2K unique atlas,512,bottom,,SOCKET_Muzzle_Front_01,Yaw 360° | Pitch −10° to +90°,Lens glow,M,assets/parts/defense/SM_DEF_LaserTurret_LG.blend,export/parts/defense/SM_DEF_LaserTurret_LG.fbx,Not started,,Turret rig standard: PART_Base (static) → PART_Yaw (rotates about Z) → PART_Pitch (rotates about Y) → PART_Barrel (spins or recoils). Pivots on the axis lines; muzzle socket at the barrel tip.
SM_DEF_LaserTurret_SG,DEF-014,block.defense.laser_turret,Laser Turret,,DEF,Turrets,SG,2×2×2,1.00x1.00x1.00,T3,IND,L,300,400,-80,steel_plate:4; superconductor:2; glass_panel:1; motor:1; computer:2,5000,2500,1000,300,3,12,Trim sheets + one 2K unique atlas,1024,bottom,,SOCKET_Muzzle_Front_01,Yaw 360° | Pitch −10° to +90°,Lens glow,S,assets/parts/defense/SM_DEF_LaserTurret_SG.blend,export/parts/defense/SM_DEF_LaserTurret_SG.fbx,Not started,,Turret rig standard: PART_Base (static) → PART_Yaw (rotates about Z) → PART_Pitch (rotates about Y) → PART_Barrel (spins or recoils). Pivots on the axis lines; muzzle socket at the barrel tip.
SM_DEF_PointDefenseTurret_LG,DEF-015,block.defense.point_defense_turret,Point Defense Turret,,DEF,Turrets,LG,1×1×1,2.50x2.50x2.50,T3,IND,M,900,1400,-5,steel_plate:20; motor:6; computer:12; detector_component:4,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_Muzzle_Front_01 SOCKET_Camera_Front_01,Yaw 360° | Pitch 0° to +90° | Barrel spin,,S,assets/parts/defense/SM_DEF_PointDefenseTurret_LG.blend,export/parts/defense/SM_DEF_PointDefenseTurret_LG.fbx,Not started,,Turret rig standard: PART_Base (static) → PART_Yaw (rotates about Z) → PART_Pitch (rotates about Y) → PART_Barrel (spins or recoils). Pivots on the axis lines; muzzle socket at the barrel tip. Radar dish on the yaw ring (PART_Radar spins).
SM_DEF_PointDefenseTurret_SG,DEF-015,block.defense.point_defense_turret,Point Defense Turret,,DEF,Turrets,SG,1×1×1,0.50x0.50x0.50,T3,IND,M,120,200,-0.5,steel_plate:3; motor:1; computer:2; detector_component:1,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,bottom,,SOCKET_Muzzle_Front_01 SOCKET_Camera_Front_01,Yaw 360° | Pitch 0° to +90° | Barrel spin,,XS,assets/parts/defense/SM_DEF_PointDefenseTurret_SG.blend,export/parts/defense/SM_DEF_PointDefenseTurret_SG.fbx,Not started,,Turret rig standard: PART_Base (static) → PART_Yaw (rotates about Z) → PART_Pitch (rotates about Y) → PART_Barrel (spins or recoils). Pivots on the axis lines; muzzle socket at the barrel tip. Radar dish on the yaw ring (PART_Radar spins).
SM_DEF_GatlingGun_LG,DEF-016,block.defense.gatling_gun,Gatling Gun,,DEF,Fixed Weapons,LG,1×1×3,2.50x2.50x7.50,T2,IND,M,1200,1600,0,steel_plate:20; construction_component:20; metal_grid:6; small_tube:6; motor:4; computer:2,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,back bottom,,SOCKET_Muzzle_Front_01 SOCKET_ConveyorLarge_Back_01,Barrel cluster spin,,M,assets/parts/defense/SM_DEF_GatlingGun_LG.blend,export/parts/defense/SM_DEF_GatlingGun_LG.fbx,Not started,,Barrel along +X.
SM_DEF_GatlingGun_SG,DEF-016,block.defense.gatling_gun,Gatling Gun,,DEF,Fixed Weapons,SG,1×1×3,0.50x0.50x1.50,T2,IND,M,200,300,0,steel_plate:3; construction_component:3; metal_grid:1; small_tube:1; motor:1; computer:1,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,back bottom,,SOCKET_Muzzle_Front_01 SOCKET_ConveyorLarge_Back_01,Barrel cluster spin,,S,assets/parts/defense/SM_DEF_GatlingGun_SG.blend,export/parts/defense/SM_DEF_GatlingGun_SG.fbx,Not started,,Barrel along +X.
SM_DEF_MissileLauncher_LG,DEF-017,block.defense.missile_launcher,Missile Launcher,,DEF,Fixed Weapons,LG,1×1×2,2.50x2.50x5.00,T2,IND,M,1500,2000,0,steel_plate:30; construction_component:20; large_tube:8; motor:4; computer:4,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,back bottom,,SOCKET_Muzzle_Front_01 SOCKET_Muzzle_Front_02 SOCKET_Muzzle_Front_03 SOCKET_Muzzle_Front_04 SOCKET_ConveyorLarge_Back_01,Tube covers ×4,,M,assets/parts/defense/SM_DEF_MissileLauncher_LG.blend,export/parts/defense/SM_DEF_MissileLauncher_LG.fbx,Not started,,2×2 tube grid on the front face.
SM_DEF_MissileLauncher_SG,DEF-017,block.defense.missile_launcher,Missile Launcher,,DEF,Fixed Weapons,SG,1×1×2,0.50x0.50x1.00,T2,IND,M,250,300,0,steel_plate:4; construction_component:3; large_tube:1; motor:1; computer:1,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,back bottom,,SOCKET_Muzzle_Front_01 SOCKET_Muzzle_Front_02 SOCKET_Muzzle_Front_03 SOCKET_Muzzle_Front_04 SOCKET_ConveyorLarge_Back_01,Tube covers ×4,,S,assets/parts/defense/SM_DEF_MissileLauncher_SG.blend,export/parts/defense/SM_DEF_MissileLauncher_SG.fbx,Not started,,2×2 tube grid on the front face.
SM_DEF_Railgun_LG,DEF-018,block.defense.railgun,Railgun,,DEF,Fixed Weapons,LG,1×1×6,2.50x2.50x15.00,T3,IND,L,20000,6000,-50000,steel_plate:300; superconductor:150; power_cell:20; large_tube:20; computer:20,12000,6000,2400,720,3,12,Trim sheets + one 2K unique atlas,512,back bottom,,SOCKET_Muzzle_Front_01 SOCKET_ConveyorLarge_Back_01,Rail capacitor rings pulse,Charge rails (blue-white),L,assets/parts/defense/SM_DEF_Railgun_LG.blend,export/parts/defense/SM_DEF_Railgun_LG.fbx,Not started,,Long twin-rail barrel with capacitor bank at the back.
SM_DEF_Railgun_SG,DEF-018,block.defense.railgun,Railgun,,DEF,Fixed Weapons,SG,1×1×6,0.50x0.50x3.00,T3,IND,L,1400,800,-4000,steel_plate:45; superconductor:22; power_cell:3; large_tube:3; computer:3,5000,2500,1000,300,3,12,Trim sheets + one 2K unique atlas,1024,back bottom,,SOCKET_Muzzle_Front_01 SOCKET_ConveyorLarge_Back_01,Rail capacitor rings pulse,Charge rails (blue-white),M,assets/parts/defense/SM_DEF_Railgun_SG.blend,export/parts/defense/SM_DEF_Railgun_SG.fbx,Not started,,Long twin-rail barrel with capacitor bank at the back.
SM_DEF_EMPTorpedoLauncher_LG,DEF-019,block.defense.emp_torpedo_launcher,EMP Torpedo Launcher,,DEF,Fixed Weapons,LG,1×1×3,2.50x2.50x7.50,T3,IND,M,3000,2500,0,steel_plate:40; large_tube:8; power_cell:10; computer:8,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,back bottom,,SOCKET_Muzzle_Front_01 SOCKET_ConveyorLarge_Back_01,,,M,assets/parts/defense/SM_DEF_EMPTorpedoLauncher_LG.blend,export/parts/defense/SM_DEF_EMPTorpedoLauncher_LG.fbx,Not started,,Single large tube with a blue EMP warning band.
SM_DEF_BoardingDrill_LG,DEF-020,block.defense.boarding_drill,Boarding Drill,,DEF,Boarding,LG,3×3×4,7.50x7.50x10.00,T3,IND,XL,40000,15000,-3000,steel_plate:400; large_tube:40; motor:80; construction_component:60; metal_grid:60,40000,20000,8000,2400,4,24,4K unique texture set + trim sheets,512,back,front back left right top bottom,SOCKET_VfxSparks_Front_01 SOCKET_Interact_Back_01 SOCKET_Air_Back_01,Drill head: spins | Cutter teeth ring: counter-spins | Seal skirt: extends 1 m,,L,assets/parts/defense/SM_DEF_BoardingDrill_LG.blend,export/parts/defense/SM_DEF_BoardingDrill_LG.fbx,Not started,,Hero piece: conical cutter with a sealing skirt so the breach stays pressurized.
SM_DEF_RamProw_LG,DEF-021,block.defense.ram_prow,Ram Prow,,DEF,Boarding,LG,3×3×2,7.50x7.50x5.00,T2,IND,M,24000,30000,0,steel_plate:500; metal_grid:200,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,back,front back left right top bottom,,,,M,assets/parts/defense/SM_DEF_RamProw_LG.blend,export/parts/defense/SM_DEF_RamProw_LG.fbx,Not started,,Layered armor plates with scrape marks.
SM_UTL_Floodlight_TripodSurvivor_LG,UTL-001,block.utility.floodlight,Floodlight,Tripod (Survivor),UTL,Lighting,LG,1×1×1,2.50x2.50x2.50,T0,SCR,S,120,300,-3,scrap_metal:6; glass_panel:2; wiring_bundle:2,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom back,,SOCKET_Light_Front_01,"Head: yaw 360°, pitch −45° to +45°",Lamp face,S,assets/parts/utility/SM_UTL_Floodlight_TripodSurvivor_LG.blend,export/parts/utility/SM_UTL_Floodlight_TripodSurvivor_LG.fbx,Not started,,Salvaged construction floodlight on a tripod (SCR) or pole mount (IND variant).
SM_UTL_Floodlight_TripodSurvivor_SG,UTL-001,block.utility.floodlight,Floodlight,Tripod (Survivor),UTL,Lighting,SG,1×1×1,0.50x0.50x0.50,T0,SCR,S,10,40,-0.5,scrap_metal:1; glass_panel:1; wiring_bundle:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,bottom back,,SOCKET_Light_Front_01,"Head: yaw 360°, pitch −45° to +45°",Lamp face,XS,assets/parts/utility/SM_UTL_Floodlight_TripodSurvivor_SG.blend,export/parts/utility/SM_UTL_Floodlight_TripodSurvivor_SG.fbx,Not started,,Salvaged construction floodlight on a tripod (SCR) or pole mount (IND variant).
SM_UTL_Floodlight_PoleMountIndustrial_LG,UTL-001,block.utility.floodlight,Floodlight,Pole Mount (Industrial),UTL,Lighting,LG,1×1×1,2.50x2.50x2.50,T1,SCR,S,120,300,-3,scrap_metal:6; glass_panel:2; wiring_bundle:2,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom back,,SOCKET_Light_Front_01,"Head: yaw 360°, pitch −45° to +45°",Lamp face,S,assets/parts/utility/SM_UTL_Floodlight_PoleMountIndustrial_LG.blend,export/parts/utility/SM_UTL_Floodlight_PoleMountIndustrial_LG.fbx,Not started,,Salvaged construction floodlight on a tripod (SCR) or pole mount (IND variant).
SM_UTL_Floodlight_PoleMountIndustrial_SG,UTL-001,block.utility.floodlight,Floodlight,Pole Mount (Industrial),UTL,Lighting,SG,1×1×1,0.50x0.50x0.50,T1,SCR,S,10,40,-0.5,scrap_metal:1; glass_panel:1; wiring_bundle:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,bottom back,,SOCKET_Light_Front_01,"Head: yaw 360°, pitch −45° to +45°",Lamp face,XS,assets/parts/utility/SM_UTL_Floodlight_PoleMountIndustrial_SG.blend,export/parts/utility/SM_UTL_Floodlight_PoleMountIndustrial_SG.fbx,Not started,,Salvaged construction floodlight on a tripod (SCR) or pole mount (IND variant).
SM_UTL_InteriorLight_LG,UTL-002,block.utility.interior_light,Interior Light,,UTL,Lighting,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,20,80,-0.2,construction_component:2; glass_panel:1,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,top,,SOCKET_Light_Bottom_01,,Light panel,S,assets/parts/utility/SM_UTL_InteriorLight_LG.blend,export/parts/utility/SM_UTL_InteriorLight_LG.fbx,Not started,,Recessed panel light; color from the light's settings.
SM_UTL_InteriorLight_SG,UTL-002,block.utility.interior_light,Interior Light,,UTL,Lighting,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,2.0,15,-0.02,construction_component:1; glass_panel:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,top,,SOCKET_Light_Bottom_01,,Light panel,XS,assets/parts/utility/SM_UTL_InteriorLight_SG.blend,export/parts/utility/SM_UTL_InteriorLight_SG.fbx,Not started,,Recessed panel light; color from the light's settings.
SM_UTL_Spotlight_LG,UTL-003,block.utility.spotlight,Spotlight,,UTL,Lighting,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,60,150,-0.5,construction_component:3; glass_panel:2; motor:1,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom back top,,SOCKET_Light_Front_01,Yaw 360° | Pitch ±90°,Lens,S,assets/parts/utility/SM_UTL_Spotlight_LG.blend,export/parts/utility/SM_UTL_Spotlight_LG.fbx,Not started,,Can be driven by sensors to track targets.
SM_UTL_Spotlight_SG,UTL-003,block.utility.spotlight,Spotlight,,UTL,Lighting,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,5.0,25,-0.05,construction_component:1; glass_panel:1; motor:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,bottom back top,,SOCKET_Light_Front_01,Yaw 360° | Pitch ±90°,Lens,XS,assets/parts/utility/SM_UTL_Spotlight_SG.blend,export/parts/utility/SM_UTL_Spotlight_SG.fbx,Not started,,Can be driven by sensors to track targets.
SM_UTL_WarningBeaconLight_LG,UTL-004,block.utility.warning_beacon_light,Warning Beacon Light,,UTL,Lighting,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,20,80,-0.1,construction_component:2; glass_panel:1; motor:1,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom back top,,SOCKET_Light_Center_01,Reflector spins,Dome glow,S,assets/parts/utility/SM_UTL_WarningBeaconLight_LG.blend,export/parts/utility/SM_UTL_WarningBeaconLight_LG.fbx,Not started,,Classic rotating dome.
SM_UTL_WarningBeaconLight_SG,UTL-004,block.utility.warning_beacon_light,Warning Beacon Light,,UTL,Lighting,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,2.0,15,-0.01,construction_component:1; glass_panel:1; motor:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,bottom back top,,SOCKET_Light_Center_01,Reflector spins,Dome glow,XS,assets/parts/utility/SM_UTL_WarningBeaconLight_SG.blend,export/parts/utility/SM_UTL_WarningBeaconLight_SG.fbx,Not started,,Classic rotating dome.
SM_UTL_Camera_LG,UTL-005,block.utility.camera,Camera,,UTL,Sensing,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,30,100,-0.1,construction_component:2; computer:3; glass_panel:1,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back top,,SOCKET_Camera_Front_01,Yaw ±90° | Pitch ±45°,Recording LED,S,assets/parts/utility/SM_UTL_Camera_LG.blend,export/parts/utility/SM_UTL_Camera_LG.fbx,Not started,,Security-camera housing.
SM_UTL_Camera_SG,UTL-005,block.utility.camera,Camera,,UTL,Sensing,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,3.0,20,-0.01,construction_component:1; computer:1; glass_panel:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,back top,,SOCKET_Camera_Front_01,Yaw ±90° | Pitch ±45°,Recording LED,XS,assets/parts/utility/SM_UTL_Camera_SG.blend,export/parts/utility/SM_UTL_Camera_SG.fbx,Not started,,Security-camera housing.
SM_UTL_Antenna_LG,UTL-006,block.utility.antenna,Antenna,,UTL,Comms,LG,1×4×1,2.50x10.00x2.50,T1,IND,M,1500,1500,-2,steel_plate:80; large_tube:40; small_tube:60; construction_component:40; computer:8; radio_component:40,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_Light_Top_01,,Aviation light (red),L,assets/parts/utility/SM_UTL_Antenna_LG.blend,export/parts/utility/SM_UTL_Antenna_LG.fbx,Not started,,Lattice mast with dipoles; the top 20% is thin (LOD1 simplifies it to cards).
SM_UTL_Antenna_SG,UTL-006,block.utility.antenna,Antenna,,UTL,Comms,SG,1×3×1,0.50x1.50x0.50,T1,IND,M,90,150,-0.2,steel_plate:12; large_tube:6; small_tube:9; construction_component:6; computer:1; radio_component:6,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,bottom,,SOCKET_Light_Top_01,,Aviation light (red),S,assets/parts/utility/SM_UTL_Antenna_SG.blend,export/parts/utility/SM_UTL_Antenna_SG.fbx,Not started,,Lattice mast with dipoles; the top 20% is thin (LOD1 simplifies it to cards).
SM_UTL_LaserAntenna_LG,UTL-007,block.utility.laser_antenna,Laser Antenna,,UTL,Comms,LG,1×1×2,2.50x2.50x5.00,T2,IND,M,900,1200,-5,steel_plate:50; construction_component:40; motor:16; detector_component:30; radio_component:20; computer:50,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_Projector_Front_01,"Head: yaw 360°, pitch 0–90°",Laser beam when linked,M,assets/parts/utility/SM_UTL_LaserAntenna_LG.blend,export/parts/utility/SM_UTL_LaserAntenna_LG.fbx,Not started,,Telescope-like head on a gimbal.
SM_UTL_LaserAntenna_SG,UTL-007,block.utility.laser_antenna,Laser Antenna,,UTL,Comms,SG,1×1×2,0.50x0.50x1.00,T2,IND,M,80,150,-0.5,steel_plate:8; construction_component:6; motor:2; detector_component:4; radio_component:3; computer:8,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,bottom,,SOCKET_Projector_Front_01,"Head: yaw 360°, pitch 0–90°",Laser beam when linked,S,assets/parts/utility/SM_UTL_LaserAntenna_SG.blend,export/parts/utility/SM_UTL_LaserAntenna_SG.fbx,Not started,,Telescope-like head on a gimbal.
SM_UTL_Beacon_LG,UTL-008,block.utility.beacon,Beacon,,UTL,Comms,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,250,400,-0.5,steel_plate:80; construction_component:30; large_tube:20; computer:10; radio_component:40,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom,,SOCKET_Light_Top_01,,Pulsing lamp,S,assets/parts/utility/SM_UTL_Beacon_LG.blend,export/parts/utility/SM_UTL_Beacon_LG.fbx,Not started,,Short mast with a glass dome.
SM_UTL_Beacon_SG,UTL-008,block.utility.beacon,Beacon,,UTL,Comms,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,20,60,-0.05,steel_plate:12; construction_component:4; large_tube:3; computer:2; radio_component:6,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,bottom,,SOCKET_Light_Top_01,,Pulsing lamp,XS,assets/parts/utility/SM_UTL_Beacon_SG.blend,export/parts/utility/SM_UTL_Beacon_SG.fbx,Not started,,Short mast with a glass dome.
SM_UTL_BeaconRelay_LG,UTL-009,block.utility.beacon_relay,Beacon Relay,,UTL,Comms,LG,1×2×1,2.50x5.00x2.50,T2,IND,M,1800,1500,-50,steel_plate:30; superconductor:6; radio_component:20; computer:10,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_Interact_Front_01 SOCKET_Projector_Top_01,,Relay ring (teal),M,assets/parts/utility/SM_UTL_BeaconRelay_LG.blend,export/parts/utility/SM_UTL_BeaconRelay_LG.fbx,Not started,,Pad with a ring arch the player steps into.
SM_UTL_LandingBeacon_LG,UTL-010,block.utility.landing_beacon,Landing Beacon,,UTL,Comms,LG,1×1×1,2.50x2.50x2.50,T2,IND,S,150,300,-0.5,steel_plate:6; radio_component:4; computer:2,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom,,SOCKET_Light_Top_01 SOCKET_Light_Top_02 SOCKET_Light_Top_03 SOCKET_Light_Top_04,,Chasing pad lights,S,assets/parts/utility/SM_UTL_LandingBeacon_LG.blend,export/parts/utility/SM_UTL_LandingBeacon_LG.fbx,Not started,,Flat disc with four light posts.
SM_UTL_LandingBeacon_SG,UTL-010,block.utility.landing_beacon,Landing Beacon,,UTL,Comms,SG,1×1×1,0.50x0.50x0.50,T2,IND,S,12,40,-0.05,steel_plate:1; radio_component:1; computer:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,bottom,,SOCKET_Light_Top_01 SOCKET_Light_Top_02 SOCKET_Light_Top_03 SOCKET_Light_Top_04,,Chasing pad lights,XS,assets/parts/utility/SM_UTL_LandingBeacon_SG.blend,export/parts/utility/SM_UTL_LandingBeacon_SG.fbx,Not started,,Flat disc with four light posts.
SM_UTL_OreDetector_LG,UTL-011,block.utility.ore_detector,Ore Detector,,UTL,Sensing,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,700,900,-2,steel_plate:50; construction_component:40; motor:5; computer:25; detector_component:20,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom back,,,Sensor dish spins,Scan ring,S,assets/parts/utility/SM_UTL_OreDetector_LG.blend,export/parts/utility/SM_UTL_OreDetector_LG.fbx,Not started,,Dish on a stubby mast.
